task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
SCP-PR-019-20270326,Production,SOP Review,Review SCP-PR-019 - Visual Inspection Belt,SCP-PR-019,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-058-20270326,Production,SOP Review,Review SCP/1-PR-058 - Basket filter,SCP/1-PR-058,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SOP-PR-019-20270326,Production,SOP Review,Review SOP-PR-019 - Visual Inspection and Liquid Packing,SOP-PR-019,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SCP-PR-017-20270327,Production,SOP Review,Review SCP-PR-017 - Conveyor Belt,SCP-PR-017,sop_review,two-yearly,specific_date,2027-03-27,2027-04-06,2025-03-28,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-28,QA_SOP/SOP INDEX.xlsx
SOP-PR-017-20270327,Production,SOP Review,Review SOP-PR-017 - Conveyor Belt,SOP-PR-017,sop_review,two-yearly,specific_date,2027-03-27,2027-04-06,2025-03-28,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-28,QA_SOP/SOP INDEX.xlsx
SCP-PR-007-20270402,Production,SOP Review,Review SCP-PR-007 - Sucrose Transfer System,SCP-PR-007,sop_review,two-yearly,specific_date,2027-04-02,2027-04-12,2025-04-03,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-03,QA_SOP/SOP INDEX.xlsx
SOP-PR-031-20270403,Production,SOP Review,Review SOP-PR-031 - Packing Operation,SOP-PR-031,sop_review,two-yearly,specific_date,2027-04-03,2027-04-13,2025-04-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-04,QA_SOP/SOP INDEX.xlsx
SOP-PR-079-20270403,Production,SOP Review,"Review SOP-PR-079 - Monitoring of Temperature, Relative Humidity & Differential pressure",SOP-PR-079,sop_review,two-yearly,specific_date,2027-04-03,2027-04-13,2025-04-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-067-20270509,Production,SOP Review,Review SOP/1-PR-067 - Pneumatic Transfer Pump,SOP/1-PR-067,sop_review,two-yearly,specific_date,2027-05-09,2027-05-19,2025-05-10,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-10,QA_SOP/SOP INDEX.xlsx
CAL-PR-015-20270511,Production,SOP Review,Review CAL-PR-015 - 1000 kg Load cell of Manufacturing Vessel,CAL-PR-015,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-059-20270511,Production,SOP Review,Review SCP-PR-059 - Pre Mix Manufacturing / Filtration/ Storage/ Decartoning/ Washing/ Filling area of new unit,SCP-PR-059,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-065-20270511,Production,SOP Review,Review SCP-PR-065 - Filtering Bin,SCP-PR-065,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-078-20270511,Production,SOP Review,Review SOP-PR-078 - Dynamic Pass Box,SOP-PR-078,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-097-20270511,Production,SOP Review,Review SOP-PR-097 - Filter Bin,SOP-PR-097,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-008-20270511,Production,SOP Review,Review SOP/1-PR-008 - Automatic Rotary Bottle Washing machine,SOP/1-PR-008,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-066-20270512,Production,SOP Review,Review SCP-PR-066 - Cleaning of Footwears,SCP-PR-066,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-015-20270512,Production,SOP Review,Review SOP-PR-015 - Self Adhesive Labelling Machine,SOP-PR-015,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-040-20270512,Production,SOP Review,Review SOP-PR-040 - Disinfection of Drainage Points,SOP-PR-040,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-041-20270512,Production,SOP Review,Review SOP-PR-041 - Sanitization of Production Area by Fumigation,SOP-PR-041,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-098-20270512,Production,SOP Review,Review SOP-PR-098 - Cleaning of floor machine,SOP-PR-098,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-101-20270512,Production,SOP Review,Review SOP-PR-101 - Basket Filter,SOP-PR-101,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SCP-PR-067-20270513,Production,SOP Review,Review SCP-PR-067 - Cleaning of Hose Pipes,SCP-PR-067,sop_review,two-yearly,specific_date,2027-05-13,2027-05-23,2025-05-14,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-14,QA_SOP/SOP INDEX.xlsx
CAL-PR-016-20270515,Production,SOP Review,Review CAL-PR-016 - 750 Litre Water Phase vessel,CAL-PR-016,sop_review,two-yearly,specific_date,2027-05-15,2027-05-25,2025-05-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-099-20270515,Production,SOP Review,Review SOP-PR-099 - Drying Gun,SOP-PR-099,sop_review,two-yearly,specific_date,2027-05-15,2027-05-25,2025-05-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-100-20270518,Production,SOP Review,Review SOP-PR-100 - Entry& Exit Procedure to Ointment Core Area,SOP-PR-100,sop_review,two-yearly,specific_date,2027-05-18,2027-05-28,2025-05-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-19,QA_SOP/SOP INDEX.xlsx
SOP-PR-043-20270519,Production,SOP Review,Review SOP-PR-043 - High Pressure Cleaning Machine,SOP-PR-043,sop_review,two-yearly,specific_date,2027-05-19,2027-05-29,2025-05-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-102-20270520,Production,SOP Review,"Review SOP-PR-102 - SOP for Monitoring Temperature, Relative Humidity& Differential Pressure of Ointment Area",SOP-PR-102,sop_review,two-yearly,specific_date,2027-05-20,2027-05-30,2025-05-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-21,QA_SOP/SOP INDEX.xlsx
SOP-PR-103-20270520,Production,SOP Review,Review SOP-PR-103 - SOP for Decartoning of Tubes Laminated / Aluminium,SOP-PR-103,sop_review,two-yearly,specific_date,2027-05-20,2027-05-30,2025-05-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-21,QA_SOP/SOP INDEX.xlsx
SOP-PR-104-20270521,Production,SOP Review,Review SOP-PR-104 - SOP for 1000 kg Ointment Storage Tank,SOP-PR-104,sop_review,two-yearly,specific_date,2027-05-21,2027-05-31,2025-05-22,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-22,QA_SOP/SOP INDEX.xlsx
SCP-PR-068-20270522,Production,SOP Review,Review SCP-PR-068 - Storage Vessel of Ointment & Cream,SCP-PR-068,sop_review,two-yearly,specific_date,2027-05-22,2027-06-01,2025-05-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-23,QA_SOP/SOP INDEX.xlsx
SCP-PR-069-20270522,Production,SOP Review,Review SCP-PR-069 - Manufacturing of Ointment Plant,SCP-PR-069,sop_review,two-yearly,specific_date,2027-05-22,2027-06-01,2025-05-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-23,QA_SOP/SOP INDEX.xlsx
SCP-PR-070-20270523,Production,SOP Review,Review SCP-PR-070 - Tube Filling and sealing Machine,SCP-PR-070,sop_review,two-yearly,specific_date,2027-05-23,2027-06-02,2025-05-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-105-20270523,Production,SOP Review,Review SOP-PR-105 - Over wrapping Machine of Ointment Department,SOP-PR-105,sop_review,two-yearly,specific_date,2027-05-23,2027-06-02,2025-05-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-025-20270526,Production,SOP Review,Review SOP-PR-025 - Electronic Balance,SOP-PR-025,sop_review,two-yearly,specific_date,2027-05-26,2027-06-05,2025-05-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-27,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-012-20270624,Production,SOP Review,Review SCP/1-PR-012 - 20 Head Bottle filling & 12 Head sealing machine,SCP/1-PR-012,sop_review,two-yearly,specific_date,2027-06-24,2027-07-04,2025-06-25,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-25,QA_SOP/SOP INDEX.xlsx
SCP-PR-005-20270625,Production,SOP Review,Review SCP-PR-005 - 1500 Lts Storage Tank,SCP-PR-005,sop_review,two-yearly,specific_date,2027-06-25,2027-07-05,2025-06-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-26,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-001-20270625,Production,SOP Review,Review SCP/1-PR-001 - Manufacturing and Storage tanks,SCP/1-PR-001,sop_review,two-yearly,specific_date,2027-06-25,2027-07-05,2025-06-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-26,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-052-20270804,Production,SOP Review,Review SOP/1-PR-052 - Drum Lifter,SOP/1-PR-052,sop_review,two-yearly,specific_date,2027-08-04,2027-08-14,2025-08-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-05,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-008-20270815,Production,SOP Review,Review SCP/1-PR-008 - Automatic Rotary Bottle washing machine,SCP/1-PR-008,sop_review,two-yearly,specific_date,2027-08-15,2027-08-25,2025-08-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-16,QA_SOP/SOP INDEX.xlsx
CAL-PR-012-20270823,Production,SOP Review,Review CAL-PR-012 - Digital pH Meter,CAL-PR-012,sop_review,two-yearly,specific_date,2027-08-23,2027-09-02,2025-08-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-068-20270908,Production,SOP Review,Review SOP-PR-068 - Sticker Labelling machine Camera System (Vision System),SOP-PR-068,sop_review,two-yearly,specific_date,2027-09-08,2027-09-18,2025-09-09,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-09-09,QA_SOP/SOP INDEX.xlsx
SOP-PR-026-20271014,Production,SOP Review,Review SOP-PR-026 - Entry & Exit to all Plant Area,SOP-PR-026,sop_review,two-yearly,specific_date,2027-10-14,2027-10-24,2025-10-15,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-10-15,QA_SOP/SOP INDEX.xlsx
SOP-PR-106-20271110,Production,SOP Review,Review SOP-PR-106 - Automatic Bottle Body Sleeving Machine,SOP-PR-106,sop_review,two-yearly,specific_date,2027-11-10,2027-11-20,2025-11-11,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-11-11,QA_SOP/SOP INDEX.xlsx
SCP-PR-061-20271130,Production,SOP Review,Review SCP-PR-061 - 600 Litre Manufacturing Tank,SCP-PR-061,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SCP-PR-062-20271130,Production,SOP Review,Review SCP-PR-062 - 600 Litre Storage Tank,SCP-PR-062,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SCP-PR-063-20271130,Production,SOP Review,Review SCP-PR-063 - 200 Litre premix Tank,SCP-PR-063,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-070-20271130,Production,SOP Review,Review SOP-PR-070 - 600 Litre Manufacturing Tank,SOP-PR-070,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-071-20271130,Production,SOP Review,Review SOP-PR-071 - 600 Litre Liquid Storage Tank,SOP-PR-071,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-072-20271130,Production,SOP Review,Review SOP-PR-072 - 200 Litre Premix Vessel,SOP-PR-072,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-073-20271208,Production,SOP Review,Review SOP-PR-073 - LDPE Shrink Machine,SOP-PR-073,sop_review,two-yearly,specific_date,2027-12-08,2027-12-18,2025-12-09,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-09,QA_SOP/SOP INDEX.xlsx
SOP-PR-074-20271217,Production,SOP Review,Review SOP-PR-074 - Vertical Form Fill Seal Machine,SOP-PR-074,sop_review,two-yearly,specific_date,2027-12-17,2027-12-27,2025-12-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-093-20280118,Production,SOP Review,Review SOP-PR-093 - Torque test apparatus,SOP-PR-093,sop_review,two-yearly,specific_date,2028-01-18,2028-01-28,2026-01-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-19,QA_SOP/SOP INDEX.xlsx
CAL-PR-001-20280126,Production,SOP Review,Review CAL-PR-001 - Digital Electronic Balance,CAL-PR-001,sop_review,two-yearly,specific_date,2028-01-26,2028-02-05,2026-01-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-27,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-051-20280130,Production,SOP Review,Review SOP/1-PR-051 - Labelling Machine,SOP/1-PR-051,sop_review,two-yearly,specific_date,2028-01-30,2028-02-09,2026-01-31,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-31,QA_SOP/SOP INDEX.xlsx
CAL/1-PR-013-20280201,Production,SOP Review,Review CAL/1-PR-013 - Weighing Balance,CAL/1-PR-013,sop_review,two-yearly,specific_date,2028-02-01,2028-02-11,2026-02-02,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-02,QA_SOP/SOP INDEX.xlsx
SOP-PR-107-20280204,Production,SOP Review,"Review SOP-PR-107 - SOP of Operation, Cleaning,Integrity Testing, and Replacement of Vent Filters",SOP-PR-107,sop_review,two-yearly,specific_date,2028-02-04,2028-02-14,2026-02-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-05,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-012-20280204,Production,SOP Review,Review SOP/1-PR-012 - 20 Head Bottle filling & 12 head bottle sealing machine,SOP/1-PR-012,sop_review,two-yearly,specific_date,2028-02-04,2028-02-14,2026-02-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-05,QA_SOP/SOP INDEX.xlsx
SOP-PR-108-20280205,Production,SOP Review,Review SOP-PR-108 - SOP for Sodium Vapour Lamp Usage in Pharmaceutical Area,SOP-PR-108,sop_review,two-yearly,specific_date,2028-02-05,2028-02-15,2026-02-06,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-06,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-037-20280222,Production,SOP Review,Review SCP/1-PR-037 - Premixing vessel-2 of 5 KL manufacturing tank,SCP/1-PR-037,sop_review,two-yearly,specific_date,2028-02-22,2028-03-03,2026-02-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-23,QA_SOP/SOP INDEX.xlsx
SOP-PR-109-20280226,Production,SOP Review,Review SOP-PR-109 - SOP for Production Planning,SOP-PR-109,sop_review,two-yearly,specific_date,2028-02-26,2028-03-07,2026-02-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-27,QA_SOP/SOP INDEX.xlsx
SOP-PR-027-20280309,Production,SOP Review,Review SOP-PR-027 - Sparkler Filter Press,SOP-PR-027,sop_review,two-yearly,specific_date,2028-03-09,2028-03-19,2026-03-10,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-10,QA_SOP/SOP INDEX.xlsx
SOP-PR-020-20280310,Production,SOP Review,Review SOP-PR-020 - Sifter,SOP-PR-020,sop_review,two-yearly,specific_date,2028-03-10,2028-03-20,2026-03-11,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-11,QA_SOP/SOP INDEX.xlsx
SOP-PR-001-20280311,Production,SOP Review,Review SOP-PR-001 - Sucrose Syrup Manufacturing Tank,SOP-PR-001,sop_review,two-yearly,specific_date,2028-03-11,2028-03-21,2026-03-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-12,QA_SOP/SOP INDEX.xlsx
