task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
SOP-ST-007-20270918,Store,SOP Review,Review SOP-ST-007 - Storage of Finished Product in Finished Goods Store,SOP-ST-007,sop_review,two-yearly,specific_date,2027-09-18,2027-09-28,2025-09-19,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2025-09-19,QA_SOP/SOP INDEX.xlsx
SOP-ST-026-20271030,Store,SOP Review,Review SOP-ST-026 - Sanitizing The Dispensing section By Fogging,SOP-ST-026,sop_review,two-yearly,specific_date,2027-10-30,2027-11-09,2025-10-31,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2025-10-31,QA_SOP/SOP INDEX.xlsx
SOP-ST-003-20271031,Store,SOP Review,Review SOP-ST-003 - Line/Area Clearance & Dispensing of Raw Material,SOP-ST-003,sop_review,two-yearly,specific_date,2027-10-31,2027-11-10,2025-11-01,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2025-11-01,QA_SOP/SOP INDEX.xlsx
SOP-ST-028-20280105,Store,SOP Review,"Review SOP-ST-028 - The Receipt, Storage & Handling of  Miscellaneous Material",SOP-ST-028,sop_review,two-yearly,specific_date,2028-01-05,2028-01-15,2026-01-06,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-01-06,QA_SOP/SOP INDEX.xlsx
SOP-ST-035-20280212,Store,SOP Review,Review SOP-ST-035 - SOP for Operation of QR Code Scanner,SOP-ST-035,sop_review,two-yearly,specific_date,2028-02-12,2028-02-22,2026-02-13,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-02-13,QA_SOP/SOP INDEX.xlsx
SCP-ST-002-20280226,Store,SOP Review,Review SCP-ST-002 - Cleaning of Dispensing Accessories,SCP-ST-002,sop_review,two-yearly,specific_date,2028-02-26,2028-03-07,2026-02-27,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-02-27,QA_SOP/SOP INDEX.xlsx
SOP-ST-005-20280319,Store,SOP Review,Review SOP-ST-005 - Destruction of Rejected Material,SOP-ST-005,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-006-20280319,Store,SOP Review,Review SOP-ST-006 - Return of Empty Containers,SOP-ST-006,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-008-20280319,Store,SOP Review,Review SOP-ST-008 - Dispatch of Finish Goods,SOP-ST-008,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-015-20280319,Store,SOP Review,Review SOP-ST-015 - Transfer of Raw/ Packing Material to loan licensee Parties or Principal Company,SOP-ST-015,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-019-20280319,Store,SOP Review,Review SOP-ST-019 - Air Conditioning Machine,SOP-ST-019,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-022-20280319,Store,SOP Review,Review SOP-ST-022 - Reconciliation of Raw and Packing Material,SOP-ST-022,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-024-20280319,Store,SOP Review,Review SOP-ST-024 - Management of Locking System,SOP-ST-024,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-027-20280319,Store,SOP Review,"Review SOP-ST-027 - The Receipt, Storage And Handling of Packing Material",SOP-ST-027,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-ST-010-20280320,Store,SOP Review,Review SOP-ST-010 - Vacuum Cleaner,SOP-ST-010,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SOP-ST-013-20280320,Store,SOP Review,Review SOP-ST-013 - Vehicle Inspection,SOP-ST-013,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SOP-ST-020-20280320,Store,SOP Review,Review SOP-ST-020 - Goods Receipt Note Approval,SOP-ST-020,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SCP-ST-001-20280503,Store,SOP Review,Review SCP-ST-001 - Stores Department,SCP-ST-001,sop_review,two-yearly,specific_date,2028-05-03,2028-05-13,2026-05-04,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-05-04,QA_SOP/SOP INDEX.xlsx
SOP-ST-001-20280531,Store,SOP Review,"Review SOP-ST-001 - Receipt, Storage and Handling of Raw Material",SOP-ST-001,sop_review,two-yearly,specific_date,2028-05-31,2028-06-10,2026-06-01,,pending,,pending,Stores@enicarpharma.com,,,,SOP INDEX sheet STORE; issued 2026-06-01,QA_SOP/SOP INDEX.xlsx
